year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,7.0
2005,4,15.0
2005,5,33.0
2005,6,47.0
2005,7,56.0
2005,8,102.0
2005,9,111.0
2005,10,88.0
2005,11,122.0
2005,12,90.0
2006,1,122.0
2006,2,144.0
2006,3,162.0
2006,4,158.0
2006,5,141.0
2006,6,102.0
2006,7,134.0
2006,8,71.0
2006,9,78.0
2006,10,89.0
2006,11,77.0
2006,12,42.0
2007,1,47.0
2007,2,43.0
2007,3,40.0
2007,4,30.0
2007,5,28.0
2007,6,30.0
2007,7,10.0
2007,8,16.0
2007,9,28.0
2007,10,17.0
2007,11,18.0
2007,12,19.0
2008,1,10.0
2008,2,15.0
2008,3,9.0
2008,4,13.0
2008,5,8.0
2008,6,6.0
2008,7,12.0
2008,8,5.0
2008,9,8.0
2008,10,9.0
2008,11,7.0
2008,12,7.0
2009,1,6.0
2009,2,5.0
2009,3,4.0
2009,4,7.0
2009,5,1.0
2009,6,4.0
2009,7,4.0
2009,8,8.0
2009,9,4.0
2009,10,2.0
2009,11,3.0
2009,12,0.0
