year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,0.0
2006,12,0.0
2007,1,0.0
2007,2,0.0
2007,3,4.0
2007,4,11.0
2007,5,23.0
2007,6,22.0
2007,7,38.0
2007,8,53.0
2007,9,69.0
2007,10,78.0
2007,11,76.0
2007,12,73.0
2008,1,70.0
2008,2,36.0
2008,3,75.0
2008,4,62.0
2008,5,76.0
2008,6,73.0
2008,7,57.0
2008,8,51.0
2008,9,45.0
2008,10,28.0
2008,11,40.0
2008,12,29.0
2009,1,37.0
2009,2,15.0
2009,3,47.0
2009,4,32.0
2009,5,40.0
2009,6,45.0
2009,7,54.0
2009,8,47.0
2009,9,49.0
2009,10,27.0
2009,11,12.0
2009,12,15.0
