year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,0.0
2006,12,0.0
2007,1,0.0
2007,2,0.0
2007,3,0.0
2007,4,0.0
2007,5,0.0
2007,6,0.0
2007,7,0.0
2007,8,17.0
2007,9,37.0
2007,10,60.0
2007,11,77.0
2007,12,84.0
2008,1,102.0
2008,2,57.0
2008,3,112.0
2008,4,109.0
2008,5,145.0
2008,6,257.0
2008,7,395.0
2008,8,1015.0
2008,9,1293.0
2008,10,1325.0
2008,11,977.0
2008,12,689.0
2009,1,599.0
2009,2,397.0
2009,3,655.0
2009,4,530.0
2009,5,892.0
2009,6,1181.0
2009,7,1790.0
2009,8,1870.0
2009,9,1454.0
2009,10,686.0
2009,11,382.0
2009,12,216.0
