year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,1.0
2005,12,4.0
2006,1,9.0
2006,2,34.0
2006,3,48.0
2006,4,52.0
2006,5,58.0
2006,6,40.0
2006,7,52.0
2006,8,56.0
2006,9,59.0
2006,10,89.0
2006,11,93.0
2006,12,64.0
2007,1,45.0
2007,2,45.0
2007,3,55.0
2007,4,44.0
2007,5,21.0
2007,6,43.0
2007,7,27.0
2007,8,16.0
2007,9,102.0
2007,10,138.0
2007,11,139.0
2007,12,108.0
2008,1,51.0
2008,2,41.0
2008,3,40.0
2008,4,39.0
2008,5,26.0
2008,6,21.0
2008,7,20.0
2008,8,20.0
2008,9,10.0
2008,10,10.0
2008,11,18.0
2008,12,23.0
2009,1,17.0
2009,2,8.0
2009,3,7.0
2009,4,11.0
2009,5,8.0
2009,6,3.0
2009,7,4.0
2009,8,4.0
2009,9,3.0
2009,10,2.0
2009,11,5.0
2009,12,2.0
