year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,4.0
2006,12,17.0
2007,1,43.0
2007,2,51.0
2007,3,60.0
2007,4,56.0
2007,5,54.0
2007,6,58.0
2007,7,67.0
2007,8,50.0
2007,9,46.0
2007,10,56.0
2007,11,48.0
2007,12,48.0
2008,1,45.0
2008,2,57.0
2008,3,35.0
2008,4,32.0
2008,5,34.0
2008,6,49.0
2008,7,43.0
2008,8,32.0
2008,9,27.0
2008,10,30.0
2008,11,28.0
2008,12,21.0
2009,1,17.0
2009,2,6.0
2009,3,13.0
2009,4,4.0
2009,5,9.0
2009,6,7.0
2009,7,5.0
2009,8,4.0
2009,9,1.0
2009,10,5.0
2009,11,0.0
2009,12,2.0
