year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,0.0
2006,12,0.0
2007,1,0.0
2007,2,0.0
2007,3,0.0
2007,4,6.0
2007,5,11.0
2007,6,18.0
2007,7,30.0
2007,8,52.0
2007,9,112.0
2007,10,107.0
2007,11,85.0
2007,12,81.0
2008,1,63.0
2008,2,46.0
2008,3,101.0
2008,4,80.0
2008,5,91.0
2008,6,76.0
2008,7,109.0
2008,8,117.0
2008,9,138.0
2008,10,103.0
2008,11,87.0
2008,12,57.0
2009,1,72.0
2009,2,63.0
2009,3,79.0
2009,4,61.0
2009,5,67.0
2009,6,52.0
2009,7,56.0
2009,8,34.0
2009,9,28.0
2009,10,10.0
2009,11,5.0
2009,12,4.0
