year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,0.0
2006,12,0.0
2007,1,0.0
2007,2,0.0
2007,3,2.0
2007,4,15.0
2007,5,25.0
2007,6,54.0
2007,7,90.0
2007,8,139.0
2007,9,112.0
2007,10,108.0
2007,11,116.0
2007,12,119.0
2008,1,127.0
2008,2,98.0
2008,3,191.0
2008,4,147.0
2008,5,175.0
2008,6,172.0
2008,7,183.0
2008,8,168.0
2008,9,171.0
2008,10,144.0
2008,11,116.0
2008,12,86.0
2009,1,111.0
2009,2,76.0
2009,3,110.0
2009,4,93.0
2009,5,85.0
2009,6,83.0
2009,7,80.0
2009,8,65.0
2009,9,59.0
2009,10,32.0
2009,11,23.0
2009,12,15.0
