year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,3.0
2005,10,6.0
2005,11,19.0
2005,12,21.0
2006,1,15.0
2006,2,27.0
2006,3,40.0
2006,4,40.0
2006,5,47.0
2006,6,15.0
2006,7,14.0
2006,8,18.0
2006,9,18.0
2006,10,14.0
2006,11,16.0
2006,12,21.0
2007,1,26.0
2007,2,15.0
2007,3,24.0
2007,4,28.0
2007,5,19.0
2007,6,27.0
2007,7,32.0
2007,8,50.0
2007,9,46.0
2007,10,66.0
2007,11,44.0
2007,12,44.0
2008,1,58.0
2008,2,42.0
2008,3,73.0
2008,4,41.0
2008,5,37.0
2008,6,31.0
2008,7,44.0
2008,8,47.0
2008,9,51.0
2008,10,30.0
2008,11,37.0
2008,12,14.0
2009,1,8.0
2009,2,4.0
2009,3,1.0
2009,4,4.0
2009,5,1.0
2009,6,2.0
2009,7,0.0
2009,8,1.0
2009,9,1.0
2009,10,1.0
2009,11,0.0
2009,12,0.0
