year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,0.0
2006,12,0.0
2007,1,0.0
2007,2,0.0
2007,3,0.0
2007,4,0.0
2007,5,0.0
2007,6,0.0
2007,7,0.0
2007,8,6.0
2007,9,13.0
2007,10,26.0
2007,11,22.0
2007,12,31.0
2008,1,17.0
2008,2,9.0
2008,3,50.0
2008,4,27.0
2008,5,25.0
2008,6,34.0
2008,7,39.0
2008,8,43.0
2008,9,49.0
2008,10,31.0
2008,11,38.0
2008,12,32.0
2009,1,26.0
2009,2,20.0
2009,3,37.0
2009,4,31.0
2009,5,26.0
2009,6,32.0
2009,7,29.0
2009,8,33.0
2009,9,33.0
2009,10,16.0
2009,11,10.0
2009,12,6.0
