year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,2.0
2005,11,1.0
2005,12,12.0
2006,1,27.0
2006,2,16.0
2006,3,30.0
2006,4,31.0
2006,5,35.0
2006,6,59.0
2006,7,66.0
2006,8,64.0
2006,9,68.0
2006,10,79.0
2006,11,98.0
2006,12,73.0
2007,1,81.0
2007,2,70.0
2007,3,62.0
2007,4,73.0
2007,5,47.0
2007,6,61.0
2007,7,72.0
2007,8,58.0
2007,9,57.0
2007,10,40.0
2007,11,51.0
2007,12,52.0
2008,1,41.0
2008,2,54.0
2008,3,52.0
2008,4,31.0
2008,5,21.0
2008,6,29.0
2008,7,27.0
2008,8,24.0
2008,9,23.0
2008,10,18.0
2008,11,15.0
2008,12,6.0
2009,1,2.0
2009,2,1.0
2009,3,3.0
2009,4,1.0
2009,5,1.0
2009,6,2.0
2009,7,1.0
2009,8,0.0
2009,9,2.0
2009,10,2.0
2009,11,0.0
2009,12,1.0
