year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,5.0
2005,11,19.0
2005,12,35.0
2006,1,39.0
2006,2,30.0
2006,3,67.0
2006,4,126.0
2006,5,117.0
2006,6,137.0
2006,7,237.0
2006,8,247.0
2006,9,272.0
2006,10,286.0
2006,11,272.0
2006,12,277.0
2007,1,170.0
2007,2,282.0
2007,3,269.0
2007,4,318.0
2007,5,330.0
2007,6,397.0
2007,7,474.0
2007,8,441.0
2007,9,481.0
2007,10,370.0
2007,11,281.0
2007,12,312.0
2008,1,277.0
2008,2,217.0
2008,3,338.0
2008,4,250.0
2008,5,244.0
2008,6,261.0
2008,7,186.0
2008,8,212.0
2008,9,175.0
2008,10,105.0
2008,11,74.0
2008,12,61.0
2009,1,43.0
2009,2,21.0
2009,3,46.0
2009,4,30.0
2009,5,29.0
2009,6,34.0
2009,7,31.0
2009,8,36.0
2009,9,27.0
2009,10,22.0
2009,11,23.0
2009,12,18.0
