year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,4.0
2005,11,9.0
2005,12,16.0
2006,1,23.0
2006,2,26.0
2006,3,32.0
2006,4,32.0
2006,5,53.0
2006,6,29.0
2006,7,22.0
2006,8,33.0
2006,9,16.0
2006,10,29.0
2006,11,41.0
2006,12,44.0
2007,1,35.0
2007,2,20.0
2007,3,45.0
2007,4,37.0
2007,5,30.0
2007,6,41.0
2007,7,50.0
2007,8,89.0
2007,9,78.0
2007,10,98.0
2007,11,93.0
2007,12,84.0
2008,1,103.0
2008,2,91.0
2008,3,106.0
2008,4,104.0
2008,5,58.0
2008,6,72.0
2008,7,83.0
2008,8,108.0
2008,9,98.0
2008,10,78.0
2008,11,90.0
2008,12,33.0
2009,1,21.0
2009,2,15.0
2009,3,10.0
2009,4,5.0
2009,5,5.0
2009,6,2.0
2009,7,4.0
2009,8,2.0
2009,9,3.0
2009,10,3.0
2009,11,1.0
2009,12,0.0
