year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,1.0
2005,12,4.0
2006,1,5.0
2006,2,4.0
2006,3,13.0
2006,4,7.0
2006,5,11.0
2006,6,18.0
2006,7,13.0
2006,8,21.0
2006,9,17.0
2006,10,22.0
2006,11,38.0
2006,12,33.0
2007,1,71.0
2007,2,89.0
2007,3,116.0
2007,4,115.0
2007,5,126.0
2007,6,168.0
2007,7,173.0
2007,8,141.0
2007,9,201.0
2007,10,147.0
2007,11,152.0
2007,12,131.0
2008,1,196.0
2008,2,192.0
2008,3,239.0
2008,4,175.0
2008,5,109.0
2008,6,132.0
2008,7,168.0
2008,8,145.0
2008,9,135.0
2008,10,75.0
2008,11,78.0
2008,12,37.0
2009,1,22.0
2009,2,20.0
2009,3,16.0
2009,4,7.0
2009,5,5.0
2009,6,4.0
2009,7,2.0
2009,8,4.0
2009,9,5.0
2009,10,6.0
2009,11,2.0
2009,12,3.0
