year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,3.0
2005,4,6.0
2005,5,8.0
2005,6,26.0
2005,7,36.0
2005,8,50.0
2005,9,51.0
2005,10,55.0
2005,11,47.0
2005,12,53.0
2006,1,75.0
2006,2,83.0
2006,3,76.0
2006,4,91.0
2006,5,73.0
2006,6,63.0
2006,7,68.0
2006,8,70.0
2006,9,81.0
2006,10,91.0
2006,11,86.0
2006,12,88.0
2007,1,92.0
2007,2,98.0
2007,3,117.0
2007,4,101.0
2007,5,71.0
2007,6,79.0
2007,7,74.0
2007,8,73.0
2007,9,59.0
2007,10,49.0
2007,11,53.0
2007,12,34.0
2008,1,25.0
2008,2,17.0
2008,3,14.0
2008,4,17.0
2008,5,10.0
2008,6,10.0
2008,7,7.0
2008,8,6.0
2008,9,0.0
2008,10,3.0
2008,11,2.0
2008,12,1.0
2009,1,4.0
2009,2,0.0
2009,3,3.0
2009,4,2.0
2009,5,1.0
2009,6,2.0
2009,7,0.0
2009,8,0.0
2009,9,3.0
2009,10,0.0
2009,11,0.0
2009,12,0.0
