year,month,number_repair
2005,1,0.0
2005,2,1.0
2005,3,1.0
2005,4,15.0
2005,5,14.0
2005,6,24.0
2005,7,55.0
2005,8,73.0
2005,9,79.0
2005,10,80.0
2005,11,71.0
2005,12,66.0
2006,1,83.0
2006,2,103.0
2006,3,130.0
2006,4,151.0
2006,5,127.0
2006,6,113.0
2006,7,185.0
2006,8,161.0
2006,9,169.0
2006,10,146.0
2006,11,166.0
2006,12,131.0
2007,1,115.0
2007,2,156.0
2007,3,150.0
2007,4,139.0
2007,5,103.0
2007,6,118.0
2007,7,119.0
2007,8,102.0
2007,9,84.0
2007,10,88.0
2007,11,80.0
2007,12,62.0
2008,1,49.0
2008,2,38.0
2008,3,45.0
2008,4,31.0
2008,5,40.0
2008,6,31.0
2008,7,26.0
2008,8,25.0
2008,9,36.0
2008,10,11.0
2008,11,10.0
2008,12,19.0
2009,1,11.0
2009,2,5.0
2009,3,15.0
2009,4,9.0
2009,5,7.0
2009,6,11.0
2009,7,8.0
2009,8,13.0
2009,9,6.0
2009,10,8.0
2009,11,6.0
2009,12,6.0
