year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,3.0
2006,5,5.0
2006,6,9.0
2006,7,21.0
2006,8,25.0
2006,9,21.0
2006,10,58.0
2006,11,69.0
2006,12,80.0
2007,1,95.0
2007,2,97.0
2007,3,145.0
2007,4,129.0
2007,5,119.0
2007,6,119.0
2007,7,141.0
2007,8,109.0
2007,9,171.0
2007,10,142.0
2007,11,111.0
2007,12,102.0
2008,1,154.0
2008,2,145.0
2008,3,144.0
2008,4,92.0
2008,5,83.0
2008,6,92.0
2008,7,107.0
2008,8,97.0
2008,9,126.0
2008,10,111.0
2008,11,69.0
2008,12,57.0
2009,1,35.0
2009,2,20.0
2009,3,25.0
2009,4,18.0
2009,5,6.0
2009,6,7.0
2009,7,5.0
2009,8,8.0
2009,9,10.0
2009,10,3.0
2009,11,2.0
2009,12,1.0
