year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,31.0
2005,4,72.0
2005,5,82.0
2005,6,79.0
2005,7,119.0
2005,8,162.0
2005,9,250.0
2005,10,282.0
2005,11,316.0
2005,12,204.0
2006,1,240.0
2006,2,202.0
2006,3,309.0
2006,4,384.0
2006,5,355.0
2006,6,423.0
2006,7,397.0
2006,8,326.0
2006,9,450.0
2006,10,579.0
2006,11,668.0
2006,12,622.0
2007,1,498.0
2007,2,564.0
2007,3,622.0
2007,4,527.0
2007,5,385.0
2007,6,405.0
2007,7,387.0
2007,8,372.0
2007,9,346.0
2007,10,368.0
2007,11,374.0
2007,12,328.0
2008,1,288.0
2008,2,193.0
2008,3,178.0
2008,4,109.0
2008,5,65.0
2008,6,53.0
2008,7,28.0
2008,8,45.0
2008,9,31.0
2008,10,29.0
2008,11,48.0
2008,12,38.0
2009,1,29.0
2009,2,16.0
2009,3,27.0
2009,4,18.0
2009,5,12.0
2009,6,12.0
2009,7,13.0
2009,8,15.0
2009,9,12.0
2009,10,8.0
2009,11,18.0
2009,12,25.0
