year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,2.0
2005,4,9.0
2005,5,20.0
2005,6,19.0
2005,7,38.0
2005,8,51.0
2005,9,38.0
2005,10,43.0
2005,11,65.0
2005,12,56.0
2006,1,35.0
2006,2,49.0
2006,3,78.0
2006,4,82.0
2006,5,62.0
2006,6,17.0
2006,7,22.0
2006,8,30.0
2006,9,17.0
2006,10,17.0
2006,11,24.0
2006,12,22.0
2007,1,20.0
2007,2,22.0
2007,3,27.0
2007,4,30.0
2007,5,19.0
2007,6,25.0
2007,7,34.0
2007,8,34.0
2007,9,37.0
2007,10,40.0
2007,11,19.0
2007,12,22.0
2008,1,10.0
2008,2,15.0
2008,3,14.0
2008,4,5.0
2008,5,6.0
2008,6,6.0
2008,7,6.0
2008,8,5.0
2008,9,2.0
2008,10,2.0
2008,11,5.0
2008,12,3.0
2009,1,1.0
2009,2,2.0
2009,3,1.0
2009,4,4.0
2009,5,1.0
2009,6,2.0
2009,7,2.0
2009,8,1.0
2009,9,3.0
2009,10,0.0
2009,11,1.0
2009,12,1.0
