year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,1.0
2006,6,1.0
2006,7,5.0
2006,8,7.0
2006,9,5.0
2006,10,4.0
2006,11,14.0
2006,12,14.0
2007,1,11.0
2007,2,18.0
2007,3,16.0
2007,4,15.0
2007,5,7.0
2007,6,8.0
2007,7,12.0
2007,8,14.0
2007,9,14.0
2007,10,14.0
2007,11,14.0
2007,12,8.0
2008,1,10.0
2008,2,15.0
2008,3,16.0
2008,4,12.0
2008,5,12.0
2008,6,8.0
2008,7,5.0
2008,8,3.0
2008,9,7.0
2008,10,10.0
2008,11,7.0
2008,12,1.0
2009,1,8.0
2009,2,4.0
2009,3,4.0
2009,4,2.0
2009,5,1.0
2009,6,0.0
2009,7,1.0
2009,8,2.0
2009,9,1.0
2009,10,1.0
2009,11,0.0
2009,12,0.0
