year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,1.0
2005,11,1.0
2005,12,1.0
2006,1,5.0
2006,2,3.0
2006,3,9.0
2006,4,5.0
2006,5,7.0
2006,6,9.0
2006,7,12.0
2006,8,18.0
2006,9,16.0
2006,10,15.0
2006,11,12.0
2006,12,21.0
2007,1,21.0
2007,2,21.0
2007,3,27.0
2007,4,26.0
2007,5,14.0
2007,6,21.0
2007,7,23.0
2007,8,22.0
2007,9,34.0
2007,10,46.0
2007,11,33.0
2007,12,27.0
2008,1,25.0
2008,2,25.0
2008,3,24.0
2008,4,16.0
2008,5,10.0
2008,6,9.0
2008,7,10.0
2008,8,8.0
2008,9,13.0
2008,10,10.0
2008,11,3.0
2008,12,1.0
2009,1,2.0
2009,2,3.0
2009,3,1.0
2009,4,1.0
2009,5,1.0
2009,6,1.0
2009,7,0.0
2009,8,0.0
2009,9,0.0
2009,10,0.0
2009,11,1.0
2009,12,0.0
