year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,3.0
2005,12,4.0
2006,1,1.0
2006,2,3.0
2006,3,0.0
2006,4,8.0
2006,5,4.0
2006,6,6.0
2006,7,4.0
2006,8,7.0
2006,9,6.0
2006,10,6.0
2006,11,4.0
2006,12,11.0
2007,1,4.0
2007,2,7.0
2007,3,5.0
2007,4,8.0
2007,5,8.0
2007,6,8.0
2007,7,18.0
2007,8,11.0
2007,9,23.0
2007,10,13.0
2007,11,10.0
2007,12,14.0
2008,1,15.0
2008,2,5.0
2008,3,15.0
2008,4,14.0
2008,5,8.0
2008,6,11.0
2008,7,10.0
2008,8,14.0
2008,9,9.0
2008,10,4.0
2008,11,2.0
2008,12,4.0
2009,1,4.0
2009,2,0.0
2009,3,3.0
2009,4,1.0
2009,5,4.0
2009,6,1.0
2009,7,0.0
2009,8,3.0
2009,9,0.0
2009,10,0.0
2009,11,5.0
2009,12,1.0
