year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,2.0
2005,10,3.0
2005,11,6.0
2005,12,8.0
2006,1,5.0
2006,2,11.0
2006,3,18.0
2006,4,19.0
2006,5,23.0
2006,6,40.0
2006,7,33.0
2006,8,32.0
2006,9,40.0
2006,10,26.0
2006,11,33.0
2006,12,34.0
2007,1,25.0
2007,2,29.0
2007,3,30.0
2007,4,42.0
2007,5,21.0
2007,6,26.0
2007,7,44.0
2007,8,34.0
2007,9,42.0
2007,10,39.0
2007,11,32.0
2007,12,13.0
2008,1,11.0
2008,2,18.0
2008,3,34.0
2008,4,22.0
2008,5,11.0
2008,6,9.0
2008,7,8.0
2008,8,10.0
2008,9,17.0
2008,10,5.0
2008,11,5.0
2008,12,1.0
2009,1,1.0
2009,2,0.0
2009,3,2.0
2009,4,1.0
2009,5,1.0
2009,6,0.0
2009,7,1.0
2009,8,0.0
2009,9,0.0
2009,10,1.0
2009,11,2.0
2009,12,1.0
