year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,4.0
2005,11,22.0
2005,12,43.0
2006,1,102.0
2006,2,137.0
2006,3,157.0
2006,4,224.0
2006,5,222.0
2006,6,260.0
2006,7,323.0
2006,8,324.0
2006,9,399.0
2006,10,447.0
2006,11,430.0
2006,12,454.0
2007,1,432.0
2007,2,462.0
2007,3,466.0
2007,4,477.0
2007,5,377.0
2007,6,446.0
2007,7,520.0
2007,8,434.0
2007,9,543.0
2007,10,437.0
2007,11,434.0
2007,12,379.0
2008,1,389.0
2008,2,382.0
2008,3,397.0
2008,4,323.0
2008,5,264.0
2008,6,250.0
2008,7,231.0
2008,8,245.0
2008,9,215.0
2008,10,163.0
2008,11,140.0
2008,12,97.0
2009,1,40.0
2009,2,41.0
2009,3,38.0
2009,4,16.0
2009,5,26.0
2009,6,14.0
2009,7,11.0
2009,8,13.0
2009,9,18.0
2009,10,5.0
2009,11,7.0
2009,12,8.0
