year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,1.0
2005,12,5.0
2006,1,7.0
2006,2,13.0
2006,3,21.0
2006,4,27.0
2006,5,33.0
2006,6,42.0
2006,7,54.0
2006,8,49.0
2006,9,60.0
2006,10,64.0
2006,11,66.0
2006,12,57.0
2007,1,31.0
2007,2,43.0
2007,3,34.0
2007,4,40.0
2007,5,19.0
2007,6,22.0
2007,7,25.0
2007,8,18.0
2007,9,27.0
2007,10,18.0
2007,11,33.0
2007,12,18.0
2008,1,20.0
2008,2,19.0
2008,3,12.0
2008,4,6.0
2008,5,2.0
2008,6,7.0
2008,7,1.0
2008,8,6.0
2008,9,5.0
2008,10,5.0
2008,11,4.0
2008,12,1.0
2009,1,1.0
2009,2,2.0
2009,3,0.0
2009,4,0.0
2009,5,1.0
2009,6,0.0
2009,7,0.0
2009,8,0.0
2009,9,0.0
2009,10,0.0
2009,11,0.0
2009,12,1.0
