year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,0.0
2006,12,0.0
2007,1,0.0
2007,2,0.0
2007,3,0.0
2007,4,0.0
2007,5,0.0
2007,6,0.0
2007,7,0.0
2007,8,20.0
2007,9,26.0
2007,10,45.0
2007,11,46.0
2007,12,57.0
2008,1,58.0
2008,2,56.0
2008,3,84.0
2008,4,79.0
2008,5,91.0
2008,6,70.0
2008,7,87.0
2008,8,105.0
2008,9,83.0
2008,10,64.0
2008,11,53.0
2008,12,45.0
2009,1,41.0
2009,2,30.0
2009,3,51.0
2009,4,44.0
2009,5,47.0
2009,6,37.0
2009,7,45.0
2009,8,36.0
2009,9,28.0
2009,10,12.0
2009,11,7.0
2009,12,6.0
