year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,3.0
2006,11,8.0
2006,12,15.0
2007,1,37.0
2007,2,43.0
2007,3,50.0
2007,4,60.0
2007,5,41.0
2007,6,49.0
2007,7,74.0
2007,8,52.0
2007,9,60.0
2007,10,76.0
2007,11,73.0
2007,12,61.0
2008,1,57.0
2008,2,82.0
2008,3,117.0
2008,4,68.0
2008,5,77.0
2008,6,85.0
2008,7,84.0
2008,8,92.0
2008,9,73.0
2008,10,78.0
2008,11,81.0
2008,12,59.0
2009,1,41.0
2009,2,40.0
2009,3,22.0
2009,4,16.0
2009,5,12.0
2009,6,8.0
2009,7,7.0
2009,8,6.0
2009,9,4.0
2009,10,4.0
2009,11,3.0
2009,12,2.0
