year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,2.0
2006,5,3.0
2006,6,7.0
2006,7,13.0
2006,8,17.0
2006,9,21.0
2006,10,39.0
2006,11,24.0
2006,12,37.0
2007,1,46.0
2007,2,56.0
2007,3,56.0
2007,4,74.0
2007,5,38.0
2007,6,49.0
2007,7,44.0
2007,8,66.0
2007,9,54.0
2007,10,60.0
2007,11,80.0
2007,12,41.0
2008,1,62.0
2008,2,55.0
2008,3,75.0
2008,4,48.0
2008,5,33.0
2008,6,62.0
2008,7,57.0
2008,8,51.0
2008,9,48.0
2008,10,45.0
2008,11,29.0
2008,12,21.0
2009,1,25.0
2009,2,12.0
2009,3,16.0
2009,4,9.0
2009,5,10.0
2009,6,7.0
2009,7,2.0
2009,8,12.0
2009,9,7.0
2009,10,3.0
2009,11,4.0
2009,12,5.0
