year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,29.0
2006,1,88.0
2006,2,146.0
2006,3,184.0
2006,4,255.0
2006,5,252.0
2006,6,247.0
2006,7,332.0
2006,8,287.0
2006,9,299.0
2006,10,426.0
2006,11,392.0
2006,12,327.0
2007,1,304.0
2007,2,318.0
2007,3,260.0
2007,4,295.0
2007,5,236.0
2007,6,252.0
2007,7,312.0
2007,8,200.0
2007,9,277.0
2007,10,241.0
2007,11,240.0
2007,12,201.0
2008,1,132.0
2008,2,148.0
2008,3,135.0
2008,4,100.0
2008,5,76.0
2008,6,68.0
2008,7,50.0
2008,8,44.0
2008,9,42.0
2008,10,26.0
2008,11,15.0
2008,12,13.0
2009,1,13.0
2009,2,9.0
2009,3,11.0
2009,4,5.0
2009,5,6.0
2009,6,3.0
2009,7,8.0
2009,8,3.0
2009,9,0.0
2009,10,0.0
2009,11,2.0
2009,12,1.0
