year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,0.0
2006,12,0.0
2007,1,0.0
2007,2,0.0
2007,3,1.0
2007,4,22.0
2007,5,24.0
2007,6,11.0
2007,7,14.0
2007,8,39.0
2007,9,59.0
2007,10,46.0
2007,11,35.0
2007,12,46.0
2008,1,37.0
2008,2,30.0
2008,3,65.0
2008,4,44.0
2008,5,51.0
2008,6,57.0
2008,7,53.0
2008,8,59.0
2008,9,82.0
2008,10,63.0
2008,11,62.0
2008,12,56.0
2009,1,47.0
2009,2,31.0
2009,3,83.0
2009,4,73.0
2009,5,60.0
2009,6,62.0
2009,7,46.0
2009,8,47.0
2009,9,38.0
2009,10,23.0
2009,11,13.0
2009,12,12.0
