year,month,number_repair
2005,1,0.0
2005,2,0.0
2005,3,0.0
2005,4,0.0
2005,5,0.0
2005,6,0.0
2005,7,0.0
2005,8,0.0
2005,9,0.0
2005,10,0.0
2005,11,0.0
2005,12,0.0
2006,1,0.0
2006,2,0.0
2006,3,0.0
2006,4,0.0
2006,5,0.0
2006,6,0.0
2006,7,0.0
2006,8,0.0
2006,9,0.0
2006,10,0.0
2006,11,24.0
2006,12,53.0
2007,1,165.0
2007,2,205.0
2007,3,225.0
2007,4,242.0
2007,5,205.0
2007,6,212.0
2007,7,218.0
2007,8,188.0
2007,9,187.0
2007,10,212.0
2007,11,130.0
2007,12,191.0
2008,1,125.0
2008,2,93.0
2008,3,79.0
2008,4,54.0
2008,5,42.0
2008,6,32.0
2008,7,29.0
2008,8,34.0
2008,9,36.0
2008,10,28.0
2008,11,25.0
2008,12,21.0
2009,1,18.0
2009,2,17.0
2009,3,15.0
2009,4,12.0
2009,5,7.0
2009,6,5.0
2009,7,6.0
2009,8,7.0
2009,9,3.0
2009,10,6.0
2009,11,2.0
2009,12,0.0
